"Name","Rarity","Level","Price"
Cantrip Deck (Full Pack),Common,"1","20 gp"
Cloak of Feline Rest,Common,"1","20 gp"
Repeating Heavy Crossbow,Uncommon,"1","20 gp"
Shobhad Longrifle,Rare,"1","20 gp"
Swarmsuit,Common,"1","20 gp"
Wagon,Common,"1","25 gp"
Clunkerjunker,Uncommon,"1","30 gp"
Automated Cycle,Uncommon,"1","50 gp"
Sleigh,Common,"1","50 gp"
Velocipede,Uncommon,"1","60 gp"
Holy Steam Ball,Uncommon,"2","3 gp (2 gp per refill)"
Adaptive Cogwheel,Common,"2","5 gp"
Aromatic Ammunition,Common,"2","5 gp"
Belladonna,Common,"2","5 gp"
Black Powder (Horn),Uncommon,"2","5 gp"
Black Smear Poison,Uncommon,"2","5 gp"
Boulderhead Bock,Uncommon,"2","5 gp"
Bubbling Scale,Uncommon,"2","5 gp"
Clockwork  Monkey,Uncommon,"2","5 gp"
Dragon's Blood Pudding (Lesser),Uncommon,"2","5 gp"
False Flayleaf,Common,"2","5 gp"
Flare Snare,Common,"2","5 gp"
Focus Cathartic (Lesser),Common,"2","5 gp"
Instant Spy,Uncommon,"2","5 gp"
Lovers' Ink,Rare,"2","5 gp"
Moonlit Ink,Uncommon,"2","5 gp"
Quickmelt Slick (Lesser),Uncommon,"2","5 gp"
Sinew-Shock Serum (Lesser),Common,"2","5 gp"
Smoke Fan,Uncommon,"2","5 gp"
Toy Carriage (Windup),Common,"2","5 gp"
Writ of Authenticity,Uncommon,"2","5 gp"
Antivenom Potion,Common,"2","6 gp"
Black Adder Venom,Common,"2","6 gp"
Bloodhound Mask (Lesser),Common,"2","6 gp"
Darkvision Elixir (Lesser),Common,"2","6 gp"
Deadweight Snare,Uncommon,"2","6 gp"
Ember Dust,Uncommon,"2","6 gp"
Explusion Snare,Rare,"2","6 gp"
Feather Token (Holly Bush),Common,"2","6 gp"
Hunter's Bane,Common,"2","6 gp"
Infiltrator's Elixir,Common,"2","6 gp"
Jade Cat,Common,"2","6 gp"
Looter's Lethargy,Uncommon,"2","6 gp"
Monkey Pin,Common,"2","6 gp"
Noisemaker Snare,Uncommon,"2","6 gp"
Oil of Weightlessness,Common,"2","6 gp"
Origin Unguent,Common,"2","6 gp"
Silversheen,Common,"2","6 gp"
Spring-Loaded Net Launcher,Uncommon,"2","6 gp"
Static Snare,Uncommon,"2","6 gp"
Thunder Snare,Common,"2","6 gp"
Toad Tears,Common,"2","6 gp"
Wind-Up Cart,Uncommon,"2","6 gp"
Winterstep Elixir (Minor),Uncommon,"2","6 gp"
Antler Arrow,Common,"2","7 gp"
Blaze,Uncommon,"2","7 gp"
Bottled Sunlight (Lesser),Common,"2","7 gp"
Bravo's Brew (Lesser),Common,"2","7 gp"
Bronze Bull Pendant,Common,"2","7 gp"
Cat's Eye Elixir,Common,"2","7 gp"
Comprehension Elixir (Lesser),Common,"2","7 gp"
Crying Angel Pendant,Common,"2","7 gp"
Effervescent Ampoule,Common,"2","7 gp"
Lethargy Poison,Uncommon,"2","7 gp"
Mesmerizing Opal,Common,"2","7 gp"
Oil of Potency,Common,"2","7 gp"
Onyx Panther,Common,"2","7 gp"
Red-Rib Gill Mask (Lesser),Rare,"2","7 gp"
Savior Spike,Common,"2","7 gp"
Sneezing Powder,Uncommon,"2","7 gp"
Yellow Musk Vial,Uncommon,"2","7 gp"
Cauterizing Torch,Uncommon,"2","10 gp"
Exquisite Surprise Doll,Common,"2","10 gp"
Parade Armor,Uncommon,"2","10 gp"
Cold Iron Object (Low-Grade),Common,"2","20 gp (per Bulk)"
Gunner's Saddle,Uncommon,"2","20 gp"
Silver Object (Low-Grade),Common,"2","20 gp (per Bulk)"
Book of Translation (Standard),Uncommon,"2","25 gp"
Bottomless Stein,Uncommon,"2","25 gp"
Dweomerweave Robe,Uncommon,"2","25 gp"
Experimental Clothing,Uncommon,"2","25 gp"
Flask of Fellowship,Common,"2","25 gp"
Necklace of Knives,Uncommon,"2","25 gp"
Periscope,Common,"2","25 gp"
Wayfinder,Uncommon,"2","28 gp"
Archaic Wayfinder,Uncommon,"2","30 gp"
Astrolabe (Standard),Uncommon,"2","30 gp"
Brooch of Shielding,Uncommon,"2","30 gp"
Cold Iron Buckler (Low-Grade),Common,"2","30 gp"
Day Goggles,Uncommon,"2","30 gp"
Fanged,Uncommon,"2","30 gp"
Full Plate,Common,"2","30 gp"
Goz Mask,Uncommon,"2","30 gp"
Hand of the Mage,Common,"2","30 gp"
Hat of Disguise,Common,"2","30 gp"
Jack's Tattered Cape,Rare,"2","30 gp"
Paper Shredder,Uncommon,"2","30 gp"
Pathfinder's Coin,Uncommon,"2","30 gp"
Quick Wig,Uncommon,"2","30 gp"
Silver Buckler (Low-Grade),Common,"2","30 gp"
Skittering Mask,Uncommon,"2","30 gp"
Sturdy Satchel,Uncommon,"2","30 gp"
Pyrite Rat,Common,"2","32 gp"
Cold Iron Shield (Low-Grade),Common,"2","34 gp"
Silver Shield (Low-Grade),Common,"2","34 gp"
Wondrous Figurine (Onyx Dog),Common,"2","34 gp"
Deployable Cover (Ballistic Cover),Uncommon,"2","35 gp"
Glamorous Buckler,Common,"2","35 gp"
Gray Maiden Plate,Common,"2","35 gp"
Handwraps of Mighty Blows (+1),Common,"2","35 gp"
Hellknight Plate,Uncommon,"2","35 gp"
Magic Weapon (+1),Common,"2","35 gp"
Weapon Potency (+1),Common,"2","35 gp"
Cold Iron Weapon (Low-Grade),Common,"2","40 gp (+4 gp per Bulk)"
Silver Weapon (Low-Grade),Common,"2","40 gp (+4 gp per Bulk)"
Tent (Pavilion),Common,"2","40 gp"
Carriage,Common,"2","100 gp"
Adaptable Paddleboat,Uncommon,"2","110 gp"
Steam Cart,Rare,"2","120 gp"
Boastful Hunter,Rare,"3","0"
Devil's Luck,Rare,"3","0"
Disguise Kit (Elite Cosmetics),Common,"3","5 sp"
Thieves' Tools (Infiltrator Picks),Common,"3","3 gp"
Impossible Cake,Uncommon,"3","5 gp"
Pathfinder Chronicle,Uncommon,"3","6 gp"
Scholarly Journal,Uncommon,"3","6 gp"
Blue Dragonfly Poison,Uncommon,"3","7 gp"
Conrasu Coin (Arbiter),Uncommon,"3","7 gp"
Clockwork Chirper,Uncommon,"3","8 gp"
Feather Step Stone,Common,"3","8 gp"
Feather Token (Bird),Common,"3","8 gp"
Feather Token (Puddle),Common,"3","8 gp"
Parchment of Secrets,Uncommon,"3","8 gp"
Vermin Repellent Agent (Lesser),Uncommon,"3","8 gp"
Drowsy Sun Eye Drops,Common,"3","9 gp"
Grasping Tree,Uncommon,"3","9 gp"
Merciful Charm,Uncommon,"3","9 gp"
Oil of Mending,Common,"3","9 gp"
Olfactory Obfuscator,Common,"3","9 gp"
Rock Ripper Snare,Uncommon,"3","9 gp"
Snapleaf,Common,"3","9 gp"
Toothwort Extract,Common,"3","9 gp"
Torrent Snare,Uncommon,"3","9 gp"
Trustworthy Round,Common,"3","9 gp"
Acid Flask (Moderate),Common,"3","10 gp"
Alchemist's Fire (Moderate),Common,"3","10 gp"
Beacon Shot,Common,"3","10 gp"
Blight Bomb (Moderate),Common,"3","10 gp"
Blindpepper Bolt,Uncommon,"3","10 gp"
Bottled Lightning (Moderate),Common,"3","10 gp"
Breech Ejectors,Uncommon,"3","10 gp"
Camouflage Suit,Common,"3","10 gp"
Cold Iron Blanch (Lesser),Uncommon,"3","10 gp"
Cytillesh Oil,Common,"3","10 gp"
Dread Ampoule (Moderate),Common,"3","10 gp"
Feather Token (Chest),Common,"3","10 gp"
Fire Box,Uncommon,"3","10 gp"
Forgetful Drops,Uncommon,"3","10 gp"
Frost Vial (Moderate),Common,"3","10 gp"
Fulu of Fire Suppression,Common,"3","10 gp"
Fulu of Flood Suppression,Common,"3","10 gp"
Ghost Charge (Moderate),Common,"3","10 gp"
Graveroot,Common,"3","10 gp"
Hoof Stakes Snare,Uncommon,"3","10 gp"
Matchmaker Fulu,Common,"3","10 gp"
Mud Bomb (Moderate),Uncommon,"3","10 gp"
Necrotic Bomb (Moderate),Common,"3","10 gp"
Pernicious Spore Bomb (Moderate),Uncommon,"3","10 gp"
Peshspine Grenade (Moderate),Uncommon,"3","10 gp"
Psychic Warding Bracelet,Common,"3","10 gp"
Puzzle Box (Challenging),Common,"3","10 gp"
Quickpatch Glue,Uncommon,"3","10 gp"
Recovery Bladder,Rare,"3","10 gp"
Redpitch Bomb (Moderate),Rare,"3","10 gp"
Shiver,Common,"3","10 gp"
Soothing Scents,Common,"3","10 gp"
Spirit-Sealing Fulu,Common,"3","10 gp"
Star Grenade (Moderate),Uncommon,"3","10 gp"
Survey Map,Uncommon,"3","10 gp"
Tallow Bomb (Moderate),Uncommon,"3","10 gp"
Tanglefoot Bag (Moderate),Common,"3","10 gp"
Thunderstone (Moderate),Common,"3","10 gp"
Toadskin Salve,Uncommon,"3","10 gp"
Twigjack Sack (Moderate),Uncommon,"3","10 gp"
Venomous Cure Fulu,Common,"3","10 gp"
Vine Arrow,Common,"3","10 gp"
Water Bomb (Moderate),Uncommon,"3","10 gp"
Waterproofing Wax,Common,"3","10 gp"
Artevil Suspension,Common,"3","11 gp"
Blast Boots (Moderate),Uncommon,"3","11 gp"
Metalmist Sphere (Lesser),Uncommon,"3","11 gp"
Potion of Water Breathing,Common,"3","11 gp"
Sleep Arrow,Common,"3","11 gp"
2nd-Level Scroll,Common,"3","12 gp"
Ablative Armor Plating (Moderate),Uncommon,"3","12 gp"
Ablative Shield Plating (Moderate),Uncommon,"3","12 gp"
Alignment Ampoule (Moderate),Uncommon,"3","12 gp"
Aurifying Salts,Uncommon,"3","12 gp"
Bestial Mutagen (Moderate),Common,"3","12 gp"
Cognitive Mutagen (Moderate),Common,"3","12 gp"
Detonating Gears Snare,Common,"3","12 gp"
Drakeheart Mutagen (Moderate),Common,"3","12 gp"
Dream Pollen Snare,Uncommon,"3","12 gp"
Ectoplasmic Tracer,Common,"3","12 gp"
Energy Mutagen (Moderate),Uncommon,"3","12 gp"
Healing Potion (Lesser),Common,"3","12 gp"
Indomitable Keepsake,Common,"3","12 gp"
Juggernaut Mutagen (Moderate),Common,"3","12 gp"
Junk Bomb (Moderate),Uncommon,"3","12 gp"
Lodestone Pellet,Uncommon,"3","12 gp"
Oil of Unlife (Lesser),Common,"3","12 gp"
Periscopic Viewfinder,Rare,"3","12 gp"
Potion of Retaliation (Lesser),Common,"3","12 gp"
Pressure Bomb (Moderate),Uncommon,"3","12 gp"
Quicksilver Mutagen (Moderate),Common,"3","12 gp"
Retrieval Prism,Common,"3","12 gp"
Seeking Bracelets,Uncommon,"3","12 gp"
Serene Mutagen (Moderate),Common,"3","12 gp"
Silvertongue Mutagen (Moderate),Common,"3","12 gp"
Spellstrike Ammunition (Type I),Common,"3","12 gp"
Spiderfoot Brew (Lesser),Uncommon,"3","12 gp"
Sulfur Bomb (Moderate),Uncommon,"3","12 gp"
Swamp Lily Quilt,Rare,"3","12 gp"
Vaccine (Lesser),Rare,"3","12 gp"
Vexing Vapor (Moderate),Uncommon,"3","12 gp"
Violet Venom,Uncommon,"3","12 gp"
War Blood Mutagen (Moderate),Uncommon,"3","12 gp"
Knight's Tabard,Uncommon,"3","15 gp"
Lock (Average),Common,"3","15 gp"
Dwarven Daisy (Moderate),Uncommon,"3","18 gp"
Compass (Lensatic),Common,"3","20 gp"
Crowbar (Levered),Common,"3","20 gp"
Everyneed Pack,Uncommon,"3","20 gp"
Fishing Tackle (Professional),Common,"3","20 gp"
Manacles (Average),Common,"3","20 gp"
Portable Ram,Common,"3","20 gp"
Recording Rod (Basic),Uncommon,"3","20 gp"
Smoked Goggles,Common,"3","20 gp"
Concealed Holster,Common,"3","25 gp"
Concealed Sheath,Common,"3","25 gp"
Detective's Kit,Common,"3","25 gp"
Portable Altar,Uncommon,"3","25 gp"
Repair Kit (Superb),Common,"3","25 gp"
Fingerprinting Kit,Uncommon,"3","30 gp"
Handcuffs (Average),Uncommon,"3","30 gp"
Scholarly Journal (Compendium),Uncommon,"3","30 gp"
Sisterstone Object (Low-Grade),Rare,"3","30 gp (per Bulk)"
Skinsaw Mask,Uncommon,"3","30 gp"
Climbing Kit (Extreme),Common,"3","40 gp"
Disguise Kit (Elite),Common,"3","40 gp"
Magnifying Glass,Common,"3","40 gp"
Vestige Lenses,Rare,"3","40 gp"
Cartographer's Kit,Uncommon,"3","42 gp"
Backfire Mantle,Common,"3","45 gp"
Codebreaker's Parchment,Common,"3","45 gp"
Coin of Comfort,Uncommon,"3","45 gp"
Corpse Compass,Uncommon,"3","45 gp"
Electrocable,Rare,"3","45 gp"
Manacles of Persuasion,Uncommon,"3","45 gp"
Rope of Climbing (Lesser),Common,"3","45 gp"
Wig of Holding,Uncommon,"3","45 gp"
Abadar's Flawless Scale,Uncommon,"3","50 gp"
Aeon Stone (Dusty Rose Prism),Uncommon,"3","50 gp"
Artisan's Tools (Sterling),Common,"3","50 gp"
Astrolabe (Mariner's),Uncommon,"3","50 gp"
Broken Tusk Pendant,Rare,"3","50 gp"
Clockwork Box Packer,Uncommon,"3","50 gp"
Crushing,Uncommon,"3","50 gp"
Doubling Rings,Common,"3","50 gp"
Enhanced Hearing Aid,Common,"3","50 gp"
Enveloping Light,Uncommon,"3","50 gp"
Fashionable Wayfinder,Uncommon,"3","50 gp"
Fighter's Fork,Common,"3","50 gp"
Hag Eye,Rare,"3","50 gp"
Hat of the Magi,Common,"3","50 gp"
Healer's Tools (Expanded),Common,"3","50 gp"
Hoax-Hunter's Kit,Uncommon,"3","50 gp"
Musical Instrument (Virtuoso Handheld),Common,"3","50 gp"
Persona Mask,Common,"3","50 gp"
Portable Weapon Mount (Tripod, Shielded),Uncommon,"3","50 gp"
Presentable,Uncommon,"3","50 gp"
Survey Map (Atlas),Uncommon,"3","50 gp"
Thieves' Tools (Infiltrator),Common,"3","50 gp"
Timepiece (Grand Clock),Uncommon,"3","50 gp"
Wardrobe Stone (Lesser),Uncommon,"3","50 gp"
Wind-up Wings (Flutterback),Rare,"3","50 gp"
Blazons of Shared Power,Common,"3","52 gp"
Bracers of Missile Deflection,Common,"3","52 gp"
Immaculate Holsters,Uncommon,"3","52 gp"
Kin-Warding,Uncommon,"3","52 gp"
Alchemist's Lab (Expanded),Common,"3","55 gp"
Bullhook, Uncommon,"3","55 gp"
Clothing (High-Fashion Fine),Common,"3","55 gp"
Flaming Star,Common,"3","55 gp"
Golden Legion Epaulet,Uncommon,"3","55 gp"
Grim Sandglass,Common,"3","55 gp"
Keymaking Tools,Common,"3","55 gp"
Mirror Robe,Uncommon,"3","55 gp"
Perfect Droplet,Common,"3","55 gp"
Returning,Common,"3","55 gp"
Snare Kit (Specialist),Common,"3","55 gp"
Thurible of Revelation (Lesser),Common,"3","55 gp"
Wordreaper,Uncommon,"3","55 gp"
Channel Protection Amulet,Uncommon,"3","56 gp"
Bracelet of Dashing,Common,"3","58 gp"
Aeon Stone (Pearly White Spindle),Uncommon,"3","60 gp"
Called (Accessory Rune),Uncommon,"3","60 gp"
Coyote Cloak,Common,"3","60 gp"
Crafter's Eyepiece,Common,"3","60 gp"
Dancing Scarf,Common,"3","60 gp"
Dawnlight,Uncommon,"3","60 gp"
Etheric Essence Disruptor (Lesser),Uncommon,"3","60 gp"
Familiar Tattoo,Common,"3","60 gp"
Glasses of Sociability,Common,"3","60 gp"
Gunner's Bandolier,Uncommon,"3","60 gp"
Hunter's Bow,Common,"3","60 gp"
Lady's Chalice,Uncommon,"3","60 gp"
Little Love,Rare,"3","60 gp"
Maestro's Instrument (Lesser),Common,"3","60 gp"
Magic Wand (1st-Level Spell),Common,"3","60 gp"
Material Essence Disruptor (Lesser),Uncommon,"3","60 gp"
Palm Crossbow,Rare,"3","60 gp"
Pendant of the Occult,Common,"3","60 gp"
Raven Band,Uncommon,"3","60 gp"
Retribution Axe,Common,"3","60 gp"
Secret-Keeper's Mask (Blackfingers),Rare,"3","60 gp"
Secret-Keeper's Mask (Reaper of Reputation),Rare,"3","60 gp"
Smoking Sword,Common,"3","60 gp"
Snagging,Uncommon,"3","60 gp"
Soft-Landing,Uncommon,"3","60 gp"
Staff of Fire,Common,"3","60 gp"
Storm Hammer,Common,"3","60 gp"
Tracker's Goggles,Common,"3","60 gp"
Trinity Geode,Common,"3","60 gp"
Ventriloquist's Ring,Common,"3","60 gp"
Magnifying Scope,Common,"3","70 gp"
Sisterstone Weapon (Low-Grade),Rare,"3","70 gp (plus 7 gp per Bulk)"
Sparkblade,Common,"3","70 gp"
Diving Suit,Common,"3","100 gp"
Musical Instrument (Virtuoso Heavy),Common,"3","100 gp"
Sambuca,Rare,"3","120 gp"
Heavy Chariot,Common,"3","150 gp"
Sand Diver,Uncommon,"3","155 gp"
Clockwork Wagon,Uncommon,"3","160 gp"
Concealable Picks,Uncommon,"4","10 gp"
Darkvision Elixir (Moderate),Common,"4","11 gp"
Yarrow-Root Bandage,Common,"4","12 gp"
Dragon Turtle Scale,Common,"4","13 gp"
Dreamtime Tea,Common,"4","13 gp"
Fortifying Pebble,Uncommon,"4","13 gp"
Quickmelt Slick (Moderate),Uncommon,"4","13 gp"
Stone Fist Elixir,Common,"4","13 gp"
Bomber's Eye Elixir (Lesser),Common,"4","14 gp"
Timeless Salts,Common,"4","14 gp"
Acid Spitter,Uncommon,"4","15 gp"
Barkskin Potion,Common,"4","15 gp"
Biting Snare,Common,"4","15 gp"
Blessed Ampoule,Uncommon,"4","15 gp"
Camp Shroud (Minor),Uncommon,"4","15 gp"
Chimera Thread,Common,"4","15 gp"
Climbing Bolt,Common,"4","15 gp"
Clockwork Goggles (Greater),Uncommon,"4","15 gp"
Dazzling Rosary,Common,"4","15 gp"
Deteriorating Dust,Uncommon,"4","15 gp"
Exsanguinating Ammunition,Common,"4","15 gp"
Fang Snare,Uncommon,"4","15 gp"
Feather Token (Fan),Common,"4","15 gp"
Fire-Douse Snare,Rare,"4","15 gp"
Focus Cathartic (Moderate),Common,"4","15 gp"
Harpoon Bolt,Uncommon,"4","15 gp"
Hobbling Snare,Uncommon,"4","15 gp"
Impact Foam Chassis (Moderate),Uncommon,"4","15 gp"
Irritating Thorn Snare,Uncommon,"4","15 gp"
Leadenleg,Common,"4","15 gp"
Lion Badge,Uncommon,"4","15 gp"
Magical Lock Fulu,Common,"4","15 gp"
Salamander Elixir (Lesser),Common,"4","15 gp"
Shrinking Potion,Common,"4","15 gp"
Sinew-Shock Serum (Moderate),Common,"4","15 gp"
Stalker Bane Snare,Uncommon,"4","15 gp"
Tar Rocket Snare,Uncommon,"4","15 gp"
Trip Snare,Common,"4","15 gp"
Warning Snare,Common,"4","15 gp"
Winter Wolf Elixir (Lesser),Common,"4","15 gp"
Chameleon Suit,Uncommon,"4","16 gp"
Crystal Shards (Moderate),Common,"4","16 gp"
Glue Bullet,Uncommon,"4","16 gp"
Sniper's Bead,Common,"4","16 gp"
Stupor Poison,Uncommon,"4","16 gp"
Capsaicin Tonic,Uncommon,"4","17 gp"
Viper Arrow,Common,"4","17 gp"
Anointing Oil,Uncommon,"4","18 gp"
Boom Snare,Uncommon,"4","18 gp"
Ghost Oil,Common,"4","18 gp"
Glittering Snare,Uncommon,"4","18 gp"
Mistform Elixir (Lesser),Common,"4","18 gp"
Admonishing Band,Common,"4","20 gp"
Applereed Mutagen (Lesser),Rare,"4","20 gp"
Bloodseeker Beak,Common,"4","20 gp"
Bottled Sunlight (Moderate),Common,"4","20 gp"
Dragonbone Arrowhead,Common,"4","20 gp"
Energized Cartridge,Common,"4","20 gp"
Fear Gem,Common,"4","20 gp"
Galvasphere,Rare,"4","20 gp"
Golden-Cased Bullet (Standard),Uncommon,"4","20 gp"
Invisibility Potion,Uncommon,"4","20 gp"
Magnetic Suit,Common,"4","20 gp"
Undead Detection Dye,Uncommon,"4","20 gp"
Zerk,Common,"4","20 gp"
Clinging Ooze Snare,Rare,"4","25 gp"
Ice Slick Snare,Uncommon,"4","40 gp"
Rhythm Bone (Greater),Uncommon,"4","64 gp"
Striking,Common,"4","65 gp"
Air Cartridge Firing System,Uncommon,"4","75 gp"
Bag of Holding (Type I),Common,"4","75 gp"
Deck of Mischief,Uncommon,"4","75 gp"
Ghost Touch,Common,"4","75 gp"
Hag Eye (Oracular),Rare,"4","75 gp"
Mortar of Hidden Meaning,Common,"4","75 gp"
Sealing Chest (Lesser),Uncommon,"4","75 gp"
Concealable Thieves' Tools,Uncommon,"4","80 gp"
Healer's Gloves,Common,"4","80 gp"
Hosteling Statuette,Uncommon,"4","80 gp"
Hunter's Arrowhead,Rare,"4","80 gp"
Hunter's Brooch,Unique,"4","80 gp"
Lifting Belt,Common,"4","80 gp"
Pillow Shield,Uncommon,"4","80 gp"
Shapespeak Mask,Uncommon,"4","80 gp"
Spyglass (Fine),Common,"4","80 gp"
Wayfinder of Rescue,Uncommon,"4","80 gp"
Aeon Stone (Azure Briolette),Uncommon,"4","85 gp"
Belt of Good Health,Common,"4","85 gp"
Demon Mask,Common,"4","85 gp"
Extraction Cauldron,Uncommon,"4","85 gp"
Hag Eye (Frightful),Rare,"4","85 gp"
Talisman Cord (Lesser),Uncommon,"4","85 gp"
Wovenwood Shield (Minor),Uncommon,"4","85 gp"
Aeon Stone (Clear Quartz Octagon),Uncommon,"4","90 gp"
Animal Staff,Common,"4","90 gp"
Blessed Tattoo,Uncommon,"4","90 gp"
Cloak of Repute,Common,"4","90 gp"
Exquisite Sword Cane,Common,"4","90 gp"
Five-Feather Wreath,Common,"4","90 gp"
Mentalist's Staff,Common,"4","90 gp"
Poisoner's Staff,Uncommon,"4","90 gp"
Rhinoceros Mask,Uncommon,"4","90 gp"
Staff of Healing,Common,"4","90 gp"
Alchemist Goggles,Common,"4","100 gp"
Arcane Scroll Case of Simplicity,Uncommon,"4","100 gp"
Bane,Uncommon,"4","100 gp"
Blast Lance,Uncommon,"4","100 gp"
Divine Scroll Case of Simplicity,Uncommon,"4","100 gp"
Dragon's Breath (1st-Level Spell),Uncommon,"4","100 gp"
Drake Rifle,Uncommon,"4","100 gp"
Handwraps of Mighty Blows (+1 Striking),Common,"4","100 gp"
Lawbringer's Lasso,Uncommon,"4","100 gp"
Magic Weapon (+1 Striking),Common,"4","100 gp"
Marvelous Calliope,Uncommon,"4","100 gp"
Mask of Mercy,Uncommon,"4","100 gp"
Occult Scroll Case of Simplicity,Uncommon,"4","100 gp"
Pickpocket's Tailoring,Uncommon,"4","100 gp"
Primal Scroll Case of Simplicity,Uncommon,"4","100 gp"
Shining Wayfinder,Uncommon,"4","100 gp"
Sleeves of Storage,Common,"4","100 gp"
Sturdy Shield (Minor),Common,"4","100 gp"
Wand of Widening (1st-Level Spell),Common,"4","100 gp"
Warcaller's Chime of Destruction,Uncommon,"4","100 gp"
Gyroscopic Stabilizer,Uncommon,"4","115 gp"
Hillcross Glider,Rare,"4","200 gp"
Steam Trolley,Rare,"4","250 gp"
Firework Pogo,Uncommon,"4","300 gp"
Siege Tower,Uncommon,"4","300 gp"
Pact of Blood-Taking,Rare,"5","0"
Singing Sword,Rare,"5","0"
Diluted Hype,Uncommon,"5","20 gp"
Fu Water,Common,"5","21 gp"
Fungal Walk Musk,Common,"5","21 gp"
Gadget Skates,Uncommon,"5","21 gp"
Potion of Leaping,Common,"5","21 gp"
Universal Solvent (Moderate),Common,"5","21 gp"
Eroding Bullet,Uncommon,"5","22 gp"
Rhino Shot,Uncommon,"5","22 gp"
Sampling Ammunition,Common,"5","22 gp"
Sea Touch Elixir (Lesser),Common,"5","22 gp"
Sneaky Key,Common,"5","22 gp"
Stone Body Mutagen (Lesser),Uncommon,"5","22 gp"
Shark Tooth Charm,Common,"5","23 gp"
Tin Cobra,Uncommon,"5","23 gp"
Goblin-Eye Orb,Common,"5","24 gp"
Ichthyosis Mutagen,Rare,"5","24 gp"
Apotropaic Fulu,Common,"5","25 gp"
Cheetah's Elixir (Moderate),Common,"5","25 gp"
Cryomister (Moderate),Uncommon,"5","25 gp"
Dagger of Eternal Sleep,Uncommon,"5","25 gp"
Dragon's Blood Pudding (Moderate),Uncommon,"5","25 gp"
Elven Absinthe,Common,"5","25 gp"
Exploding Shield,Common,"5","25 gp"
Eye of Enlightenment,Common,"5","25 gp"
False Death,Uncommon,"5","25 gp"
Firestarter Pellets,Common,"5","25 gp"
Flame Drake Snare,Uncommon,"5","25 gp"
Freezing Ammunition,Common,"5","25 gp"
Fulu of the Drunken Monkey,Common,"5","25 gp"
Fulu of the Stoic Ox,Common,"5","25 gp"
Gecko Pads,Uncommon,"5","25 gp"
Golden Branding Iron,Uncommon,"5","25 gp"
Healer's Gel (Lesser),Common,"5","25 gp"
Hunting Spider Venom,Common,"5","25 gp"
Life Salt,Common,"5","25 gp"
Oil of Revelation,Common,"5","25 gp"
Pummeling Snare,Uncommon,"5","25 gp"
Reducer Round,Uncommon,"5","25 gp"
Replacement Filter (Level 5),Uncommon,"5","25 gp"
Salve of Slipperiness,Common,"5","25 gp"
Shimmering Dust,Common,"5","25 gp"
Sixfingers Elixir (Lesser),Uncommon,"5","25 gp"
Sky Serpent Bolt,Uncommon,"5","25 gp"
Thunderbird Tuft (Moderate),Common,"5","25 gp"
Tracking Fulu,Common,"5","25 gp"
Wet Shock Snare,Uncommon,"5","25 gp"
Beckoning Cat Amulet,Uncommon,"5","26 gp"
Eagle-Eye Elixir (Moderate),Common,"5","27 gp"
Golden Chrysalis,Common,"5","27 gp"
Rhino Hide Brooch,Uncommon,"5","28 gp"
3rd-Level Scroll,Common,"5","30 gp"
Alchemist's Damper,Uncommon,"5","30 gp"
Cytillesh,Uncommon,"5","30 gp"
Dupe's Gold Nugget,Uncommon,"5","30 gp"
Electromuscular Stimulator,Rare,"5","30 gp"
Elixir of Life (Lesser),Common,"5","30 gp"
Emerald Grasshopper,Common,"5","30 gp"
Grease Snare,Rare,"5","30 gp"
Green Wyrmling Breath Potion,Common,"5","30 gp"
Mad Mammoth's Juke,Rare,"5","30 gp"
Malleable Clay,Uncommon,"5","30 gp"
Oily Button,Uncommon,"5","30 gp"
Potion of Disguise (Lesser),Uncommon,"5","30 gp"
Spellstrike Ammunition (Type II),Common,"5","30 gp"
Tiger Menuki,Common,"5","30 gp"
Tlil Mask,Uncommon,"5","30 gp"
Wine of the Blood,Rare,"5","30 gp"
Blindpepper Bomb,Uncommon,"5","40 gp"
Necklace of Fireballs I,Common,"5","44 gp"
Slick,Common,"5","45 gp"
Knight's Maintenance Kit,Uncommon,"5","50 gp"
War Saddle,Uncommon,"5","50 gp"
Shadow,Common,"5","55 gp"
Recording Rod (Reusable),Uncommon,"5","60 gp"
Floorbell,Uncommon,"5","120 gp"
Large Bore Modifications,Uncommon,"5","120 gp"
Book of Translation (Advanced),Uncommon,"5","125 gp"
Chaos Collar,Common,"5","125 gp"
Diplomat's Badge,Common,"5","125 gp"
Magnifying Glass of Elucidation,Uncommon,"5","125 gp"
Nightbreeze Machine,Uncommon,"5","125 gp"
Rope of Climbing (Moderate),Common,"5","125 gp"
Skeleton Key,Common,"5","125 gp"
Wondrous Figurine (Stuffed Fox),Uncommon,"5","125 gp"
Aeon Stone (Agate Ellipsoid),Uncommon,"5","130 gp"
Spectacles of Understanding,Uncommon,"5","130 gp"
Stanching,Uncommon,"5","130 gp"
Waverider Barding,Uncommon,"5","130 gp"
Pocket Stage,Common,"5","138 gp"
Cold Iron Armor (Low-Grade),Common,"5","140 gp (+14 gp per Bulk)"
Cunning,Uncommon,"5","140 gp"
Glamered,Common,"5","140 gp"
Silver Armor (Low-Grade),Common,"5","140 gp (+14 gp per Bulk)"
Sisterstone Armor (Low-Grade),Rare,"5","140 gp (plus 14 gp per Bulk)"
Warding Tattoo,Common,"5","140 gp"
Wondrous Figurine (Candy Constrictor),Uncommon,"5","140 gp"
